Drug,Reac,a,drug_num,reac_num,n
RIVAROXABAN,PNEUMOCYSTIS JIROVECII PNEUMONIA,1,1778,105,94932
TACROLIMUS,PNEUMOCYSTIS JIROVECII PNEUMONIA,1,180,105,94932
TOCILIZUMAB,PNEUMOCYSTIS JIROVECII PNEUMONIA,2,947,105,94932
TOFACITINIB,PNEUMOCYSTIS JIROVECII PNEUMONIA,5,844,105,94932
TRABECTEDIN,PNEUMOCYSTIS JIROVECII PNEUMONIA,2,19,105,94932
TRASTUZUMAB,PNEUMOCYSTIS JIROVECII PNEUMONIA,1,510,105,94932
ABATACEPT,PNEUMONIA,27,447,3281,94932
ABIRATERONE,PNEUMONIA,1,7,3281,94932
ACITRETIN,PNEUMONIA,2,9,3281,94932
ADALIMUMAB,PNEUMONIA,99,3183,3281,94932
AFATINIB,PNEUMONIA,11,377,3281,94932
AFLIBERCEPT,PNEUMONIA,2,160,3281,94932
ALBUTEROL,PNEUMONIA,5,83,3281,94932
ALECTINIB,PNEUMONIA,2,14,3281,94932
ALLOPURINOL,PNEUMONIA,2,39,3281,94932
ALTEPLASE,PNEUMONIA,2,76,3281,94932
AMBRISENTAN,PNEUMONIA,18,453,3281,94932
AMIODARONE,PNEUMONIA,2,145,3281,94932
AMOXICILLIN,PNEUMONIA,3,224,3281,94932
APREMILAST,PNEUMONIA,8,996,3281,94932
ARIPIPRAZOLE,PNEUMONIA,2,243,3281,94932
ASPIRIN,PNEUMONIA,5,449,3281,94932
ATAZANAVIR,PNEUMONIA,1,33,3281,94932
ATENOLOL,PNEUMONIA,1,71,3281,94932
ATORVASTATIN,PNEUMONIA,3,262,3281,94932
AXITINIB,PNEUMONIA,1,88,3281,94932
AZACITIDINE,PNEUMONIA,19,146,3281,94932
AZATHIOPRINE,PNEUMONIA,3,17,3281,94932
AZITHROMYCIN,PNEUMONIA,1,80,3281,94932
BACLOFEN,PNEUMONIA,5,147,3281,94932
BELATACEPT,PNEUMONIA,1,20,3281,94932
BELIMUMAB,PNEUMONIA,17,214,3281,94932
BENDAMUSTINE,PNEUMONIA,9,155,3281,94932
BEVACIZUMAB,PNEUMONIA,22,824,3281,94932
BISOPROLOL,PNEUMONIA,1,53,3281,94932
BLEOMYCIN,PNEUMONIA,1,3,3281,94932
BOCEPREVIR,PNEUMONIA,2,38,3281,94932
BORTEZOMIB,PNEUMONIA,4,115,3281,94932
BOSENTAN,PNEUMONIA,139,1208,3281,94932
BOSUTINIB,PNEUMONIA,3,74,3281,94932
BRENTUXIMAB VEDOTIN,PNEUMONIA,14,89,3281,94932
BUDESONIDE,PNEUMONIA,1,28,3281,94932
BUPRENORPHINE,PNEUMONIA,5,177,3281,94932
CABOZANTINIB,PNEUMONIA,4,42,3281,94932
CANAGLIFLOZIN,PNEUMONIA,1,165,3281,94932
CANAKINUMAB,PNEUMONIA,3,25,3281,94932
CAPECITABINE,PNEUMONIA,3,242,3281,94932
CARBAMAZEPINE,PNEUMONIA,1,145,3281,94932
CARBOPLATIN,PNEUMONIA,2,221,3281,94932
CARFILZOMIB,PNEUMONIA,21,268,3281,94932
CARVEDILOL,PNEUMONIA,2,16,3281,94932
CEFPODOXIME,PNEUMONIA,1,6,3281,94932
CEFTRIAXONE,PNEUMONIA,3,131,3281,94932
CEFUROXIME,PNEUMONIA,1,69,3281,94932
CELECOXIB,PNEUMONIA,1,161,3281,94932
CERITINIB,PNEUMONIA,9,103,3281,94932
CERTOLIZUMAB PEGOL,PNEUMONIA,125,1439,3281,94932
CHLORAMBUCIL,PNEUMONIA,1,3,3281,94932
CINACALCET,PNEUMONIA,1,78,3281,94932
CIPROFLOXACIN,PNEUMONIA,2,166,3281,94932
CISPLATIN,PNEUMONIA,1,63,3281,94932
CITALOPRAM,PNEUMONIA,1,252,3281,94932
CLARITHROMYCIN,PNEUMONIA,5,221,3281,94932
CLOFARABINE,PNEUMONIA,3,26,3281,94932
CLOPIDOGREL,PNEUMONIA,3,190,3281,94932
CLOZAPINE,PNEUMONIA,28,409,3281,94932
CORTICOTROPIN,PNEUMONIA,1,52,3281,94932
CRIZOTINIB,PNEUMONIA,4,241,3281,94932
CTLA-4,PNEUMONIA,2,21,3281,94932
CTLA-4_MEL,PNEUMONIA,2,79,3281,94932
CYCLOPHOSPHAMIDE,PNEUMONIA,8,92,3281,94932
CYCLOSPORINE,PNEUMONIA,1,157,3281,94932
CYTARABINE,PNEUMONIA,5,76,3281,94932
Combined_MEL,PNEUMONIA,2,74,3281,94932
DABIGATRAN ETEXILATE,PNEUMONIA,14,779,3281,94932
DABRAFENIB,PNEUMONIA,4,131,3281,94932
DACLATASVIR,PNEUMONIA,1,50,3281,94932
DACOMITINIB,PNEUMONIA,1,2,3281,94932
DACTINOMYCIN,PNEUMONIA,1,4,3281,94932
DALFAMPRIDINE,PNEUMONIA,2,265,3281,94932
DARATUMUMAB,PNEUMONIA,3,4,3281,94932
DARBEPOETIN ALFA,PNEUMONIA,5,107,3281,94932
DASATINIB,PNEUMONIA,4,120,3281,94932
DAUNORUBICIN,PNEUMONIA,1,8,3281,94932
DECITABINE,PNEUMONIA,2,10,3281,94932
DEFERASIROX,PNEUMONIA,9,134,3281,94932
DENOSUMAB,PNEUMONIA,52,2162,3281,94932
DESLORATADINE,PNEUMONIA,4,10,3281,94932
DEXAMETHASONE,PNEUMONIA,11,140,3281,94932
DEXMEDETOMIDINE,PNEUMONIA,2,16,3281,94932
DIAZOXIDE,PNEUMONIA,1,9,3281,94932
DIGOXIN,PNEUMONIA,1,13,3281,94932
DIMETHYL FUMARATE,PNEUMONIA,44,1627,3281,94932
DOCETAXEL,PNEUMONIA,9,267,3281,94932
DOFETILIDE,PNEUMONIA,1,38,3281,94932
DOXORUBICIN,PNEUMONIA,7,231,3281,94932
ECULIZUMAB,PNEUMONIA,6,117,3281,94932
EFAVIRENZ,PNEUMONIA,1,18,3281,94932
ELOTUZUMAB,PNEUMONIA,2,3,3281,94932
ELTROMBOPAG,PNEUMONIA,2,85,3281,94932
ENTECAVIR,PNEUMONIA,2,19,3281,94932
ENZALUTAMIDE,PNEUMONIA,1,11,3281,94932
EPLERENONE,PNEUMONIA,1,12,3281,94932
EPOETIN ALFA,PNEUMONIA,3,52,3281,94932
EPOPROSTENOL,PNEUMONIA,61,466,3281,94932
ERENUMAB,PNEUMONIA,1,2,3281,94932
ERIBULIN,PNEUMONIA,7,162,3281,94932
ERLOTINIB,PNEUMONIA,5,139,3281,94932
ESCITALOPRAM,PNEUMONIA,1,169,3281,94932
ETANERCEPT,PNEUMONIA,293,15355,3281,94932
ETONOGESTREL,PNEUMONIA,1,886,3281,94932
EVEROLIMUS,PNEUMONIA,21,498,3281,94932
EXEMESTANE,PNEUMONIA,3,110,3281,94932
EXENATIDE,PNEUMONIA,1,105,3281,94932
FEBUXOSTAT,PNEUMONIA,2,31,3281,94932
FENTANYL,PNEUMONIA,5,256,3281,94932
FILGRASTIM,PNEUMONIA,1,100,3281,94932
FINGOLIMOD,PNEUMONIA,48,1774,3281,94932
FLUOROURACIL,PNEUMONIA,1,152,3281,94932
FLUOXETINE,PNEUMONIA,1,67,3281,94932
FLUTICASONE,PNEUMONIA,3,26,3281,94932
FONDAPARINUX,PNEUMONIA,1,49,3281,94932
FORMOTEROL,PNEUMONIA,2,11,3281,94932
FOSPHENYTOIN,PNEUMONIA,1,26,3281,94932
FULVESTRANT,PNEUMONIA,1,47,3281,94932
GABAPENTIN,PNEUMONIA,1,226,3281,94932
GEFITINIB,PNEUMONIA,2,21,3281,94932
GEMCITABINE,PNEUMONIA,4,74,3281,94932
GLATIRAMER,PNEUMONIA,4,408,3281,94932
GLYCOPYRRONIUM,PNEUMONIA,4,16,3281,94932
GOLIMUMAB,PNEUMONIA,43,469,3281,94932
HALOPERIDOL,PNEUMONIA,2,81,3281,94932
HYDROCORTISONE,PNEUMONIA,1,19,3281,94932
HYDROXYCHLOROQUINE,PNEUMONIA,4,55,3281,94932
IBANDRONATE,PNEUMONIA,1,128,3281,94932
IBRUTINIB,PNEUMONIA,20,320,3281,94932
IBUPROFEN,PNEUMONIA,3,198,3281,94932
IDELALISIB,PNEUMONIA,8,95,3281,94932
ILOPROST,PNEUMONIA,14,286,3281,94932
IMATINIB,PNEUMONIA,10,151,3281,94932
IMMUNOGLOBULIN G,PNEUMONIA,10,192,3281,94932
INFLIXIMAB,PNEUMONIA,22,1149,3281,94932
INOTUZUMAB OZOGAMICIN,PNEUMONIA,2,4,3281,94932
INSULIN GLARGINE,PNEUMONIA,1,100,3281,94932
INSULIN LISPRO,PNEUMONIA,1,45,3281,94932
INTERFERON BETA-1A,PNEUMONIA,33,1075,3281,94932
INTERFERON BETA-1B,PNEUMONIA,3,374,3281,94932
IODIXANOL,PNEUMONIA,1,102,3281,94932
IRINOTECAN,PNEUMONIA,4,110,3281,94932
ISOTRETINOIN,PNEUMONIA,1,197,3281,94932
IVERMECTIN,PNEUMONIA,2,24,3281,94932
IXAZOMIB,PNEUMONIA,2,8,3281,94932
LAMOTRIGINE,PNEUMONIA,1,211,3281,94932
LANREOTIDE,PNEUMONIA,2,105,3281,94932
LAPATINIB,PNEUMONIA,4,83,3281,94932
LATANOPROST,PNEUMONIA,1,31,3281,94932
LEFLUNOMIDE,PNEUMONIA,1,94,3281,94932
LENALIDOMIDE,PNEUMONIA,324,3441,3281,94932
LETROZOLE,PNEUMONIA,3,165,3281,94932
LEVETIRACETAM,PNEUMONIA,5,257,3281,94932
LEVOFLOXACIN,PNEUMONIA,1,164,3281,94932
LEVONORGESTREL,PNEUMONIA,1,707,3281,94932
LINAGLIPTIN,PNEUMONIA,7,151,3281,94932
LINEZOLID,PNEUMONIA,1,43,3281,94932
LIRAGLUTIDE,PNEUMONIA,4,209,3281,94932
LISDEXAMFETAMINE,PNEUMONIA,1,77,3281,94932
LISINOPRIL,PNEUMONIA,3,122,3281,94932
LORCASERIN,PNEUMONIA,2,115,3281,94932
LUBIPROSTONE,PNEUMONIA,1,40,3281,94932
LURASIDONE,PNEUMONIA,2,41,3281,94932
"LYMPHOCYTE IMMUNE GLOBULIN, ANTI-THYMOCYTE GLOBULIN",PNEUMONIA,1,14,3281,94932
MACITENTAN,PNEUMONIA,104,821,3281,94932
MARAVIROC,PNEUMONIA,1,8,3281,94932
MECHLORETHAMINE,PNEUMONIA,1,9,3281,94932
MELPHALAN,PNEUMONIA,2,26,3281,94932
MEMANTINE,PNEUMONIA,2,52,3281,94932
MEROPENEM,PNEUMONIA,1,37,3281,94932
MESALAMINE,PNEUMONIA,1,47,3281,94932
MESNA,PNEUMONIA,1,5,3281,94932
METFORMIN,PNEUMONIA,3,275,3281,94932
METHADONE,PNEUMONIA,1,9,3281,94932
METHIMAZOLE,PNEUMONIA,2,15,3281,94932
METHOTREXATE,PNEUMONIA,39,442,3281,94932
METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,PNEUMONIA,7,72,3281,94932
METOPROLOL,PNEUMONIA,3,54,3281,94932
MIRABEGRON,PNEUMONIA,1,147,3281,94932
MIRTAZAPINE,PNEUMONIA,1,173,3281,94932
MOMETASONE,PNEUMONIA,1,82,3281,94932
MONTELUKAST,PNEUMONIA,2,42,3281,94932
MORPHINE,PNEUMONIA,2,113,3281,94932
MOXIFLOXACIN,PNEUMONIA,1,50,3281,94932
MYCOPHENOLIC ACID,PNEUMONIA,1,71,3281,94932
NAPROXEN,PNEUMONIA,3,126,3281,94932
NATALIZUMAB,PNEUMONIA,52,1689,3281,94932
NELARABINE,PNEUMONIA,1,2,3281,94932
NILOTINIB,PNEUMONIA,14,275,3281,94932
NINTEDANIB,PNEUMONIA,2,60,3281,94932
NITROFURANTOIN,PNEUMONIA,1,15,3281,94932
OBINUTUZUMAB,PNEUMONIA,13,165,3281,94932
OCRELIZUMAB,PNEUMONIA,7,14,3281,94932
OCTREOTIDE,PNEUMONIA,89,603,3281,94932
OFATUMUMAB,PNEUMONIA,9,99,3281,94932
OLANZAPINE,PNEUMONIA,7,144,3281,94932
OLAPARIB,PNEUMONIA,2,26,3281,94932
OLMESARTAN,PNEUMONIA,1,46,3281,94932
OMACETAXINE MEPESUCCINATE,PNEUMONIA,1,5,3281,94932
OMALIZUMAB,PNEUMONIA,186,1004,3281,94932
OMEPRAZOLE,PNEUMONIA,4,148,3281,94932
OXALIPLATIN,PNEUMONIA,3,225,3281,94932
OXYBATE,PNEUMONIA,12,1260,3281,94932
OXYCODONE,PNEUMONIA,3,213,3281,94932
PACLITAXEL,PNEUMONIA,18,573,3281,94932
PALIPERIDONE,PNEUMONIA,7,220,3281,94932
PANITUMUMAB,PNEUMONIA,2,113,3281,94932
PANTOPRAZOLE,PNEUMONIA,2,134,3281,94932
PASIREOTIDE,PNEUMONIA,1,72,3281,94932
PAZOPANIB,PNEUMONIA,8,175,3281,94932
PD-1/PD-L1_MEL,PNEUMONIA,4,116,3281,94932
PD-1/PD-L1_NSCLC,PNEUMONIA,8,61,3281,94932
PD-1/PD-L1_Other,PNEUMONIA,1,74,3281,94932
PD-1/PD-L1_RCC,PNEUMONIA,1,4,3281,94932
PEGAPTANIB,PNEUMONIA,1,1,3281,94932
PEGFILGRASTIM,PNEUMONIA,9,235,3281,94932
PEGINTERFERON ALFA-2A,PNEUMONIA,6,186,3281,94932
PEGINTERFERON ALFA-2B,PNEUMONIA,2,142,3281,94932
PEGINTERFERON BETA-1A,PNEUMONIA,2,37,3281,94932
PENTOSTATIN,PNEUMONIA,1,3,3281,94932
PERTUZUMAB,PNEUMONIA,13,221,3281,94932
PIOGLITAZONE,PNEUMONIA,3,34,3281,94932
PIRFENIDONE,PNEUMONIA,5,50,3281,94932
PLACEBO,PNEUMONIA,3,22,3281,94932
PLERIXAFOR,PNEUMONIA,2,4,3281,94932
POMALIDOMIDE,PNEUMONIA,92,801,3281,94932
PONATINIB,PNEUMONIA,6,68,3281,94932
POSACONAZOLE,PNEUMONIA,2,15,3281,94932
PREDNISOLONE,PNEUMONIA,4,87,3281,94932
PREDNISONE,PNEUMONIA,1,56,3281,94932
PREGABALIN,PNEUMONIA,25,924,3281,94932
QUETIAPINE,PNEUMONIA,3,333,3281,94932
RABEPRAZOLE,PNEUMONIA,1,45,3281,94932
RAMIPRIL,PNEUMONIA,1,182,3281,94932
RANIBIZUMAB,PNEUMONIA,6,349,3281,94932
REGORAFENIB,PNEUMONIA,5,228,3281,94932
RIBAVIRIN,PNEUMONIA,2,168,3281,94932
RIBOCICLIB,PNEUMONIA,1,11,3281,94932
RIOCIGUAT,PNEUMONIA,18,100,3281,94932
RISEDRONATE,PNEUMONIA,2,43,3281,94932
RISPERIDONE,PNEUMONIA,1,284,3281,94932
RITUXIMAB,PNEUMONIA,56,803,3281,94932
RIVAROXABAN,PNEUMONIA,17,1778,3281,94932
RIVASTIGMINE,PNEUMONIA,3,91,3281,94932
ROFLUMILAST,PNEUMONIA,1,19,3281,94932
ROMIDEPSIN,PNEUMONIA,1,12,3281,94932
ROMIPLOSTIM,PNEUMONIA,5,123,3281,94932
ROMOSOZUMAB,PNEUMONIA,2,9,3281,94932
RUXOLITINIB,PNEUMONIA,10,336,3281,94932
SECUKINUMAB,PNEUMONIA,3,32,3281,94932
SERTRALINE,PNEUMONIA,4,242,3281,94932
SEVELAMER,PNEUMONIA,1,10,3281,94932
SILDENAFIL,PNEUMONIA,11,126,3281,94932
SILTUXIMAB,PNEUMONIA,1,3,3281,94932
SIMEPREVIR,PNEUMONIA,10,751,3281,94932
SIMVASTATIN,PNEUMONIA,3,163,3281,94932
SIPONIMOD,PNEUMONIA,2,4,3281,94932
SIROLIMUS,PNEUMONIA,4,39,3281,94932
SITAGLIPTIN,PNEUMONIA,1,145,3281,94932
SOFOSBUVIR,PNEUMONIA,9,335,3281,94932
SOLIFENACIN,PNEUMONIA,3,60,3281,94932
SORAFENIB,PNEUMONIA,2,126,3281,94932
SPIRONOLACTONE,PNEUMONIA,2,49,3281,94932
SULFASALAZINE,PNEUMONIA,3,59,3281,94932
SUNITINIB,PNEUMONIA,2,270,3281,94932
TACROLIMUS,PNEUMONIA,7,180,3281,94932
TADALAFIL,PNEUMONIA,1,23,3281,94932
TEDUGLUTIDE,PNEUMONIA,2,43,3281,94932
TELAPREVIR,PNEUMONIA,3,101,3281,94932
TEMOZOLOMIDE,PNEUMONIA,1,69,3281,94932
TENOFOVIR DISOPROXIL,PNEUMONIA,1,71,3281,94932
TERBINAFINE,PNEUMONIA,1,40,3281,94932
TERBUTALINE,PNEUMONIA,1,1,3281,94932
TERIFLUNOMIDE,PNEUMONIA,23,450,3281,94932
TERIPARATIDE,PNEUMONIA,2,137,3281,94932
TESAMORELIN,PNEUMONIA,1,3,3281,94932
THALIDOMIDE,PNEUMONIA,11,208,3281,94932
TICAGRELOR,PNEUMONIA,3,183,3281,94932
TIOTROPIUM,PNEUMONIA,16,309,3281,94932
TOCILIZUMAB,PNEUMONIA,106,947,3281,94932
TOFACITINIB,PNEUMONIA,24,844,3281,94932
TOLVAPTAN,PNEUMONIA,1,45,3281,94932
TRABECTEDIN,PNEUMONIA,1,19,3281,94932
TRAMETINIB,PNEUMONIA,3,81,3281,94932
TRASTUZUMAB,PNEUMONIA,27,510,3281,94932
TREPROSTINIL,PNEUMONIA,49,612,3281,94932
USTEKINUMAB,PNEUMONIA,19,347,3281,94932
VALGANCICLOVIR,PNEUMONIA,1,7,3281,94932
VALPROATE,PNEUMONIA,3,103,3281,94932
VALSARTAN,PNEUMONIA,2,62,3281,94932
VANDETANIB,PNEUMONIA,2,23,3281,94932
VARENICLINE,PNEUMONIA,3,102,3281,94932
VEDOLIZUMAB,PNEUMONIA,1,105,3281,94932
VEMURAFENIB,PNEUMONIA,3,141,3281,94932
VENLAFAXINE,PNEUMONIA,1,173,3281,94932
VIGABATRIN,PNEUMONIA,5,68,3281,94932
VISMODEGIB,PNEUMONIA,1,62,3281,94932
VORICONAZOLE,PNEUMONIA,4,38,3281,94932
VORINOSTAT,PNEUMONIA,3,23,3281,94932
WARFARIN,PNEUMONIA,6,153,3281,94932
ZICONOTIDE,PNEUMONIA,2,23,3281,94932
ZOLEDRONIC ACID,PNEUMONIA,12,501,3281,94932
ZONISAMIDE,PNEUMONIA,1,33,3281,94932
ABATACEPT,PNEUMONIA ASPIRATION,2,447,156,94932
ACETAMINOPHEN,PNEUMONIA ASPIRATION,1,130,156,94932
ADALIMUMAB,PNEUMONIA ASPIRATION,3,3183,156,94932
AFATINIB,PNEUMONIA ASPIRATION,1,377,156,94932
ALPRAZOLAM,PNEUMONIA ASPIRATION,1,168,156,94932
AMIODARONE,PNEUMONIA ASPIRATION,1,145,156,94932
ARIPIPRAZOLE,PNEUMONIA ASPIRATION,2,243,156,94932
ASPIRIN,PNEUMONIA ASPIRATION,1,449,156,94932
BACLOFEN,PNEUMONIA ASPIRATION,1,147,156,94932
BENDAMUSTINE,PNEUMONIA ASPIRATION,1,155,156,94932
BEVACIZUMAB,PNEUMONIA ASPIRATION,3,824,156,94932
BOSENTAN,PNEUMONIA ASPIRATION,5,1208,156,94932
BOSUTINIB,PNEUMONIA ASPIRATION,1,74,156,94932
CABERGOLINE,PNEUMONIA ASPIRATION,1,17,156,94932
CAPECITABINE,PNEUMONIA ASPIRATION,2,242,156,94932
CARFILZOMIB,PNEUMONIA ASPIRATION,1,268,156,94932
CASPOFUNGIN,PNEUMONIA ASPIRATION,1,22,156,94932
CERTOLIZUMAB PEGOL,PNEUMONIA ASPIRATION,1,1439,156,94932
CLOBAZAM,PNEUMONIA ASPIRATION,3,28,156,94932
CLOZAPINE,PNEUMONIA ASPIRATION,10,409,156,94932
CRIZOTINIB,PNEUMONIA ASPIRATION,2,241,156,94932
CYTARABINE,PNEUMONIA ASPIRATION,1,76,156,94932
DALFAMPRIDINE,PNEUMONIA ASPIRATION,1,265,156,94932
DENOSUMAB,PNEUMONIA ASPIRATION,1,2162,156,94932
DIGOXIN,PNEUMONIA ASPIRATION,1,13,156,94932
DIMETHYL FUMARATE,PNEUMONIA ASPIRATION,2,1627,156,94932
DONEPEZIL,PNEUMONIA ASPIRATION,4,122,156,94932
ELTROMBOPAG,PNEUMONIA ASPIRATION,1,85,156,94932
EPOPROSTENOL,PNEUMONIA ASPIRATION,2,466,156,94932
ERIBULIN,PNEUMONIA ASPIRATION,1,162,156,94932
ETANERCEPT,PNEUMONIA ASPIRATION,2,15355,156,94932
FENTANYL,PNEUMONIA ASPIRATION,2,256,156,94932
FERUMOXYTOL,PNEUMONIA ASPIRATION,3,23,156,94932
FLUOROURACIL,PNEUMONIA ASPIRATION,1,152,156,94932
GABAPENTIN,PNEUMONIA ASPIRATION,1,226,156,94932
GLATIRAMER,PNEUMONIA ASPIRATION,2,408,156,94932
IBRUTINIB,PNEUMONIA ASPIRATION,1,320,156,94932
INSULIN GLARGINE,PNEUMONIA ASPIRATION,1,100,156,94932
INTERFERON BETA-1A,PNEUMONIA ASPIRATION,7,1075,156,94932
IOPAMIDOL,PNEUMONIA ASPIRATION,1,44,156,94932
IRINOTECAN,PNEUMONIA ASPIRATION,2,110,156,94932
LAMOTRIGINE,PNEUMONIA ASPIRATION,2,211,156,94932
LAPATINIB,PNEUMONIA ASPIRATION,1,83,156,94932
LENALIDOMIDE,PNEUMONIA ASPIRATION,4,3441,156,94932
LETROZOLE,PNEUMONIA ASPIRATION,1,165,156,94932
LEVETIRACETAM,PNEUMONIA ASPIRATION,1,257,156,94932
LEVOCARNITINE,PNEUMONIA ASPIRATION,1,4,156,94932
LUBIPROSTONE,PNEUMONIA ASPIRATION,1,40,156,94932
MACITENTAN,PNEUMONIA ASPIRATION,2,821,156,94932
METRONIDAZOLE,PNEUMONIA ASPIRATION,1,98,156,94932
MIRABEGRON,PNEUMONIA ASPIRATION,2,147,156,94932
MIRTAZAPINE,PNEUMONIA ASPIRATION,1,173,156,94932
NATALIZUMAB,PNEUMONIA ASPIRATION,11,1689,156,94932
NEBIVOLOL,PNEUMONIA ASPIRATION,1,42,156,94932
OLANZAPINE,PNEUMONIA ASPIRATION,5,144,156,94932
OMALIZUMAB,PNEUMONIA ASPIRATION,1,1004,156,94932
OXYCODONE,PNEUMONIA ASPIRATION,4,213,156,94932
PACLITAXEL,PNEUMONIA ASPIRATION,2,573,156,94932
PEGINTERFERON ALFA-2A,PNEUMONIA ASPIRATION,1,186,156,94932
PERTUZUMAB,PNEUMONIA ASPIRATION,2,221,156,94932
PLACEBO,PNEUMONIA ASPIRATION,1,22,156,94932
POMALIDOMIDE,PNEUMONIA ASPIRATION,2,801,156,94932
PREGABALIN,PNEUMONIA ASPIRATION,5,924,156,94932
RISPERIDONE,PNEUMONIA ASPIRATION,3,284,156,94932
RITUXIMAB,PNEUMONIA ASPIRATION,1,803,156,94932
RIVASTIGMINE,PNEUMONIA ASPIRATION,1,91,156,94932
ROCURONIUM,PNEUMONIA ASPIRATION,1,45,156,94932
ROMIPLOSTIM,PNEUMONIA ASPIRATION,1,123,156,94932
SERTRALINE,PNEUMONIA ASPIRATION,1,242,156,94932
SIPONIMOD,PNEUMONIA ASPIRATION,1,4,156,94932
TAPENTADOL,PNEUMONIA ASPIRATION,2,75,156,94932
TELAPREVIR,PNEUMONIA ASPIRATION,1,101,156,94932
THALIDOMIDE,PNEUMONIA ASPIRATION,2,208,156,94932
TOCILIZUMAB,PNEUMONIA ASPIRATION,1,947,156,94932
TRASTUZUMAB,PNEUMONIA ASPIRATION,1,510,156,94932
VALPROATE,PNEUMONIA ASPIRATION,3,103,156,94932
VEMURAFENIB,PNEUMONIA ASPIRATION,1,141,156,94932
ZOLPIDEM,PNEUMONIA ASPIRATION,3,114,156,94932
ABATACEPT,PNEUMONIA BACTERIAL,2,447,62,94932
ADALIMUMAB,PNEUMONIA BACTERIAL,1,3183,62,94932
BELIMUMAB,PNEUMONIA BACTERIAL,2,214,62,94932
CEFTRIAXONE,PNEUMONIA BACTERIAL,1,131,62,94932
CERTOLIZUMAB PEGOL,PNEUMONIA BACTERIAL,4,1439,62,94932
CLOPIDOGREL,PNEUMONIA BACTERIAL,2,190,62,94932
CRIZOTINIB,PNEUMONIA BACTERIAL,1,241,62,94932
CYCLOPHOSPHAMIDE,PNEUMONIA BACTERIAL,2,92,62,94932
DIAZOXIDE,PNEUMONIA BACTERIAL,1,9,62,94932
DIMETHYL FUMARATE,PNEUMONIA BACTERIAL,1,1627,62,94932
DONEPEZIL,PNEUMONIA BACTERIAL,1,122,62,94932
DOXORUBICIN,PNEUMONIA BACTERIAL,1,231,62,94932
ECULIZUMAB,PNEUMONIA BACTERIAL,1,117,62,94932
EPOPROSTENOL,PNEUMONIA BACTERIAL,1,466,62,94932
ETANERCEPT,PNEUMONIA BACTERIAL,6,15355,62,94932
EVEROLIMUS,PNEUMONIA BACTERIAL,1,498,62,94932
GOLIMUMAB,PNEUMONIA BACTERIAL,3,469,62,94932
IMMUNOGLOBULIN G,PNEUMONIA BACTERIAL,1,192,62,94932
LENALIDOMIDE,PNEUMONIA BACTERIAL,2,3441,62,94932
MACITENTAN,PNEUMONIA BACTERIAL,3,821,62,94932
MEROPENEM,PNEUMONIA BACTERIAL,1,37,62,94932
METHYLERGONOVINE,PNEUMONIA BACTERIAL,1,1,62,94932
MYCOPHENOLATE MOFETIL,PNEUMONIA BACTERIAL,1,105,62,94932
NATALIZUMAB,PNEUMONIA BACTERIAL,1,1689,62,94932
NINTEDANIB,PNEUMONIA BACTERIAL,1,60,62,94932
OCTREOTIDE,PNEUMONIA BACTERIAL,4,603,62,94932
OMALIZUMAB,PNEUMONIA BACTERIAL,2,1004,62,94932
POMALIDOMIDE,PNEUMONIA BACTERIAL,1,801,62,94932
PREGABALIN,PNEUMONIA BACTERIAL,2,924,62,94932
REGORAFENIB,PNEUMONIA BACTERIAL,1,228,62,94932
TACROLIMUS,PNEUMONIA BACTERIAL,2,180,62,94932
TOFACITINIB,PNEUMONIA BACTERIAL,7,844,62,94932
TREPROSTINIL,PNEUMONIA BACTERIAL,1,612,62,94932
ABATACEPT,PNEUMONIA PSEUDOMONAL,1,447,11,94932
BOSENTAN,PNEUMONIA PSEUDOMONAL,3,1208,11,94932
ETANERCEPT,PNEUMONIA PSEUDOMONAL,1,15355,11,94932
GANCICLOVIR,PNEUMONIA PSEUDOMONAL,1,7,11,94932
IBRUTINIB,PNEUMONIA PSEUDOMONAL,1,320,11,94932
LENALIDOMIDE,PNEUMONIA PSEUDOMONAL,2,3441,11,94932
MACITENTAN,PNEUMONIA PSEUDOMONAL,1,821,11,94932
TOBRAMYCIN,PNEUMONIA PSEUDOMONAL,1,19,11,94932
ABATACEPT,PNEUMONIA STREPTOCOCCAL,1,447,10,94932
BOSENTAN,PNEUMONIA STREPTOCOCCAL,1,1208,10,94932
CERTOLIZUMAB PEGOL,PNEUMONIA STREPTOCOCCAL,3,1439,10,94932
DIMETHYL FUMARATE,PNEUMONIA STREPTOCOCCAL,1,1627,10,94932
ERIBULIN,PNEUMONIA STREPTOCOCCAL,2,162,10,94932
IMATINIB,PNEUMONIA STREPTOCOCCAL,1,151,10,94932
OXYCODONE,PNEUMONIA STREPTOCOCCAL,1,213,10,94932
ABATACEPT,POLYARTHRITIS,2,447,32,94932
ADALIMUMAB,POLYARTHRITIS,5,3183,32,94932
ALENDRONATE,POLYARTHRITIS,5,142,32,94932
BELIMUMAB,POLYARTHRITIS,2,214,32,94932
CLOPIDOGREL,POLYARTHRITIS,2,190,32,94932
DENOSUMAB,POLYARTHRITIS,2,2162,32,94932
ETANERCEPT,POLYARTHRITIS,2,15355,32,94932
EXEMESTANE,POLYARTHRITIS,1,110,32,94932
GOLIMUMAB,POLYARTHRITIS,2,469,32,94932
HYDRALAZINE,POLYARTHRITIS,1,7,32,94932
